Row Number,Owner,Google Trends Suggestion,Google Trends Search Term,SVI Index
147,ADOLF RUEDIGER PH.D.,Chief Executive Officer of Freeport-McMoRan,Richard Adkerson,0
147,ADOLF RUEDIGER PH.D.,Chief Executive Officer of Freeport-McMoRan,Richard Adkerson,0
147,ADOLF RUEDIGER PH.D.,Chief Executive Officer of Freeport-McMoRan,Richard Adkerson,0
147,ADOLF RUEDIGER PH.D.,Chief Executive Officer of Freeport-McMoRan,Richard Adkerson,0
147,ADOLF RUEDIGER PH.D.,Chief Executive Officer of Freeport-McMoRan,Richard Adkerson,0
147,ADOLF RUEDIGER PH.D.,Chief Executive Officer of Freeport-McMoRan,Richard Adkerson,0
147,ADOLF RUEDIGER PH.D.,Chief Executive Officer of Freeport-McMoRan,Richard Adkerson,0
147,ADOLF RUEDIGER PH.D.,Chief Executive Officer of Freeport-McMoRan,Richard Adkerson,0
147,ADOLF RUEDIGER PH.D.,Chief Executive Officer of Freeport-McMoRan,Richard Adkerson,0
147,ADOLF RUEDIGER PH.D.,Chief Executive Officer of Freeport-McMoRan,Richard Adkerson,49
147,ADOLF RUEDIGER PH.D.,Chief Executive Officer of Freeport-McMoRan,Richard Adkerson,0
147,ADOLF RUEDIGER PH.D.,Chief Executive Officer of Freeport-McMoRan,Richard Adkerson,45
147,ADOLF RUEDIGER PH.D.,Chief Executive Officer of Freeport-McMoRan,Richard Adkerson,39
147,ADOLF RUEDIGER PH.D.,Chief Executive Officer of Freeport-McMoRan,Richard Adkerson,0
147,ADOLF RUEDIGER PH.D.,Chief Executive Officer of Freeport-McMoRan,Richard Adkerson,0
147,ADOLF RUEDIGER PH.D.,Chief Executive Officer of Freeport-McMoRan,Richard Adkerson,40
147,ADOLF RUEDIGER PH.D.,Chief Executive Officer of Freeport-McMoRan,Richard Adkerson,72
147,ADOLF RUEDIGER PH.D.,Chief Executive Officer of Freeport-McMoRan,Richard Adkerson,37
147,ADOLF RUEDIGER PH.D.,Chief Executive Officer of Freeport-McMoRan,Richard Adkerson,73
147,ADOLF RUEDIGER PH.D.,Chief Executive Officer of Freeport-McMoRan,Richard Adkerson,0
147,ADOLF RUEDIGER PH.D.,Chief Executive Officer of Freeport-McMoRan,Richard Adkerson,0
147,ADOLF RUEDIGER PH.D.,Chief Executive Officer of Freeport-McMoRan,Richard Adkerson,0
147,ADOLF RUEDIGER PH.D.,Chief Executive Officer of Freeport-McMoRan,Richard Adkerson,0
147,ADOLF RUEDIGER PH.D.,Chief Executive Officer of Freeport-McMoRan,Richard Adkerson,29
147,ADOLF RUEDIGER PH.D.,Chief Executive Officer of Freeport-McMoRan,Richard Adkerson,52
147,ADOLF RUEDIGER PH.D.,Chief Executive Officer of Freeport-McMoRan,Richard Adkerson,0
147,ADOLF RUEDIGER PH.D.,Chief Executive Officer of Freeport-McMoRan,Richard Adkerson,24
147,ADOLF RUEDIGER PH.D.,Chief Executive Officer of Freeport-McMoRan,Richard Adkerson,100
147,ADOLF RUEDIGER PH.D.,Chief Executive Officer of Freeport-McMoRan,Richard Adkerson,47
147,ADOLF RUEDIGER PH.D.,Chief Executive Officer of Freeport-McMoRan,Richard Adkerson,0
